img_url1,img_url2,prompt,num_questions,seed,question1,question2
https://compbench-color.s3.us-east-2.amazonaws.com/outputs/outputs_cp2_shape_T2ICompBench/a+circular+clock+and+a+triangular+shelf/2.png,https://compbench-color.s3.us-east-2.amazonaws.com/outputs/outputs_lb_shape_T2ICompBench/a+circular+clock+and+a+triangular+shelf/2.png,a circular clock and a triangular shelf,2,2,a circular clock,a triangular shelf
https://compbench-color.s3.us-east-2.amazonaws.com/outputs/outputs_cp2_shape_T2ICompBench/an+oval+picture+and+a+rectangular+frame./2.png,https://compbench-color.s3.us-east-2.amazonaws.com/outputs/outputs_lb_shape_T2ICompBench/an+oval+picture+and+a+rectangular+frame./2.png,an oval picture and a rectangular frame.,2,2,an oval picture,a rectangular frame
https://compbench-color.s3.us-east-2.amazonaws.com/outputs/outputs_cp2_shape_T2ICompBench/a+pentagonal+stop+sign+and+a+spherical+traffic+light/1.png,https://compbench-color.s3.us-east-2.amazonaws.com/outputs/outputs_lb_shape_T2ICompBench/a+pentagonal+stop+sign+and+a+spherical+traffic+light/1.png,a pentagonal stop sign and a spherical traffic light,2,1,a pentagonal stop sign,a spherical traffic light
https://compbench-color.s3.us-east-2.amazonaws.com/outputs/outputs_cp2_shape_T2ICompBench/a+pentagonal+chocolate+box+and+a+spherical+chocolate+truffle/1.png,https://compbench-color.s3.us-east-2.amazonaws.com/outputs/outputs_lb_shape_T2ICompBench/a+pentagonal+chocolate+box+and+a+spherical+chocolate+truffle/1.png,a pentagonal chocolate box and a spherical chocolate truffle,2,1,a pentagonal chocolate box,a spherical chocolate truffle
https://compbench-color.s3.us-east-2.amazonaws.com/outputs/outputs_cp2_shape_T2ICompBench/a+circular+dining+table+and+a+triangular+table+runner/1.png,https://compbench-color.s3.us-east-2.amazonaws.com/outputs/outputs_lb_shape_T2ICompBench/a+circular+dining+table+and+a+triangular+table+runner/1.png,a circular dining table and a triangular table runner,2,1,a circular dining table,a triangular table runner
https://compbench-color.s3.us-east-2.amazonaws.com/outputs/outputs_cp2_shape_T2ICompBench/a+cubic+die+and+a+cylindrical+flashlight/2.png,https://compbench-color.s3.us-east-2.amazonaws.com/outputs/outputs_lb_shape_T2ICompBench/a+cubic+die+and+a+cylindrical+flashlight/2.png,a cubic die and a cylindrical flashlight,2,2,a cubic die,a cylindrical flashlight
https://compbench-color.s3.us-east-2.amazonaws.com/outputs/outputs_cp2_shape_T2ICompBench/a+spherical+ball+and+a+conical+party+hat/3.png,https://compbench-color.s3.us-east-2.amazonaws.com/outputs/outputs_lb_shape_T2ICompBench/a+spherical+ball+and+a+conical+party+hat/3.png,a spherical ball and a conical party hat,2,3,a spherical ball,a conical party hat
https://compbench-color.s3.us-east-2.amazonaws.com/outputs/outputs_cp2_shape_T2ICompBench/a+pyramidal+candle+and+a+diamond+candlestick+holder/2.png,https://compbench-color.s3.us-east-2.amazonaws.com/outputs/outputs_lb_shape_T2ICompBench/a+pyramidal+candle+and+a+diamond+candlestick+holder/2.png,a pyramidal candle and a diamond candlestick holder,2,2,a pyramidal candle,a diamond candlestick holder
https://compbench-color.s3.us-east-2.amazonaws.com/outputs/outputs_cp2_shape_T2ICompBench/a+cubic+block+and+a+pyramidal+puzzle+box/2.png,https://compbench-color.s3.us-east-2.amazonaws.com/outputs/outputs_lb_shape_T2ICompBench/a+cubic+block+and+a+pyramidal+puzzle+box/2.png,a cubic block and a pyramidal puzzle box,2,2,a cubic block,a pyramidal puzzle box
https://compbench-color.s3.us-east-2.amazonaws.com/outputs/outputs_cp2_shape_T2ICompBench/a+short+book+and+a+long+bookmark/3.png,https://compbench-color.s3.us-east-2.amazonaws.com/outputs/outputs_lb_shape_T2ICompBench/a+short+book+and+a+long+bookmark/3.png,a short book and a long bookmark,2,3,a short book,a long bookmark
https://compbench-color.s3.us-east-2.amazonaws.com/outputs/outputs_cp2_shape_T2ICompBench/a+big+whale+and+a+small+dolphin/1.png,https://compbench-color.s3.us-east-2.amazonaws.com/outputs/outputs_lb_shape_T2ICompBench/a+big+whale+and+a+small+dolphin/1.png,a big whale and a small dolphin,2,1,a big whale,a small dolphin
https://compbench-color.s3.us-east-2.amazonaws.com/outputs/outputs_cp2_shape_T2ICompBench/a+tall+oak+tree+and+a+short+blade+of+grass/2.png,https://compbench-color.s3.us-east-2.amazonaws.com/outputs/outputs_lb_shape_T2ICompBench/a+tall+oak+tree+and+a+short+blade+of+grass/2.png,a tall oak tree and a short blade of grass,3,2,a tall oak tree,a short blade,grass
https://compbench-color.s3.us-east-2.amazonaws.com/outputs/outputs_cp2_shape_T2ICompBench/a+pentagonal+traffic+sign+and+a+pyramidal+paper+clip+holder/1.png,https://compbench-color.s3.us-east-2.amazonaws.com/outputs/outputs_lb_shape_T2ICompBench/a+pentagonal+traffic+sign+and+a+pyramidal+paper+clip+holder/1.png,a pentagonal traffic sign and a pyramidal paper clip holder,2,1,a pentagonal traffic sign,a pyramidal paper clip holder
https://compbench-color.s3.us-east-2.amazonaws.com/outputs/outputs_cp2_shape_T2ICompBench/a+small+lion+and+a+big+horse/1.png,https://compbench-color.s3.us-east-2.amazonaws.com/outputs/outputs_lb_shape_T2ICompBench/a+small+lion+and+a+big+horse/1.png,a small lion and a big horse,2,1,a small lion,a big horse
https://compbench-color.s3.us-east-2.amazonaws.com/outputs/outputs_cp2_shape_T2ICompBench/a+pyramidal+trophy+and+a+spherical+trophy+stand/2.png,https://compbench-color.s3.us-east-2.amazonaws.com/outputs/outputs_lb_shape_T2ICompBench/a+pyramidal+trophy+and+a+spherical+trophy+stand/2.png,a pyramidal trophy and a spherical trophy stand,2,2,a pyramidal trophy,a spherical trophy stand
https://compbench-color.s3.us-east-2.amazonaws.com/outputs/outputs_cp2_shape_T2ICompBench/a+big+lion+and+a+small+mouse/1.png,https://compbench-color.s3.us-east-2.amazonaws.com/outputs/outputs_lb_shape_T2ICompBench/a+big+lion+and+a+small+mouse/1.png,a big lion and a small mouse,2,1,a big lion,a small mouse
https://compbench-color.s3.us-east-2.amazonaws.com/outputs/outputs_cp2_shape_T2ICompBench/a+diamond+wine+glass+and+a+cylindrical+wine+bottle/3.png,https://compbench-color.s3.us-east-2.amazonaws.com/outputs/outputs_lb_shape_T2ICompBench/a+diamond+wine+glass+and+a+cylindrical+wine+bottle/3.png,a diamond wine glass and a cylindrical wine bottle,2,3,a diamond wine glass,a cylindrical wine bottle
https://compbench-color.s3.us-east-2.amazonaws.com/outputs/outputs_cp2_shape_T2ICompBench/a+cubic+box+and+a+cylindrical+bottle+of+lotion/3.png,https://compbench-color.s3.us-east-2.amazonaws.com/outputs/outputs_lb_shape_T2ICompBench/a+cubic+box+and+a+cylindrical+bottle+of+lotion/3.png,a cubic box and a cylindrical bottle of lotion,3,3,a cubic box,a cylindrical bottle,lotion
https://compbench-color.s3.us-east-2.amazonaws.com/outputs/outputs_cp2_shape_T2ICompBench/an+oval+picture+and+a+rectangular+frame./3.png,https://compbench-color.s3.us-east-2.amazonaws.com/outputs/outputs_lb_shape_T2ICompBench/an+oval+picture+and+a+rectangular+frame./3.png,an oval picture and a rectangular frame.,2,3,an oval picture,a rectangular frame
https://compbench-color.s3.us-east-2.amazonaws.com/outputs/outputs_cp2_shape_T2ICompBench/a+cubic+Rubik's+cube+and+a+cylindrical+pencil+holder/3.png,https://compbench-color.s3.us-east-2.amazonaws.com/outputs/outputs_lb_shape_T2ICompBench/a+cubic+Rubik's+cube+and+a+cylindrical+pencil+holder/3.png,a cubic Rubik's cube and a cylindrical pencil holder,2,3,a cubic rubik's cube,a cylindrical pencil holder
https://compbench-color.s3.us-east-2.amazonaws.com/outputs/outputs_cp2_shape_T2ICompBench/a+tall+palm+tree+and+a+short+cactus/1.png,https://compbench-color.s3.us-east-2.amazonaws.com/outputs/outputs_lb_shape_T2ICompBench/a+tall+palm+tree+and+a+short+cactus/1.png,a tall palm tree and a short cactus,2,1,a tall palm tree,a short cactus
https://compbench-color.s3.us-east-2.amazonaws.com/outputs/outputs_cp2_shape_T2ICompBench/a+big+mountain+and+a+small+tree/2.png,https://compbench-color.s3.us-east-2.amazonaws.com/outputs/outputs_lb_shape_T2ICompBench/a+big+mountain+and+a+small+tree/2.png,a big mountain and a small tree,2,2,a big mountain,a small tree
https://compbench-color.s3.us-east-2.amazonaws.com/outputs/outputs_cp2_shape_T2ICompBench/an+oblong+acorn+squash+and+a+teardrop+apricot/1.png,https://compbench-color.s3.us-east-2.amazonaws.com/outputs/outputs_lb_shape_T2ICompBench/an+oblong+acorn+squash+and+a+teardrop+apricot/1.png,an oblong acorn squash and a teardrop apricot,2,1,an oblong acorn squash,a teardrop apricot
https://compbench-color.s3.us-east-2.amazonaws.com/outputs/outputs_cp2_shape_T2ICompBench/a+circular+clock+and+a+triangular+wall+shelf./2.png,https://compbench-color.s3.us-east-2.amazonaws.com/outputs/outputs_lb_shape_T2ICompBench/a+circular+clock+and+a+triangular+wall+shelf./2.png,a circular clock and a triangular wall shelf.,2,2,a circular clock,a triangular wall shelf
https://compbench-color.s3.us-east-2.amazonaws.com/outputs/outputs_cp2_shape_T2ICompBench/a+triangular+sign+and+a+small+sculpture/2.png,https://compbench-color.s3.us-east-2.amazonaws.com/outputs/outputs_lb_shape_T2ICompBench/a+triangular+sign+and+a+small+sculpture/2.png,a triangular sign and a small sculpture,2,2,a triangular sign,a small sculpture
https://compbench-color.s3.us-east-2.amazonaws.com/outputs/outputs_cp2_shape_T2ICompBench/a+square+book+and+a+cylindrical+pencil/2.png,https://compbench-color.s3.us-east-2.amazonaws.com/outputs/outputs_lb_shape_T2ICompBench/a+square+book+and+a+cylindrical+pencil/2.png,a square book and a cylindrical pencil,2,2,a square book,a cylindrical pencil
https://compbench-color.s3.us-east-2.amazonaws.com/outputs/outputs_cp2_shape_T2ICompBench/a+big+hippopotamus+and+a+small+mouse/2.png,https://compbench-color.s3.us-east-2.amazonaws.com/outputs/outputs_lb_shape_T2ICompBench/a+big+hippopotamus+and+a+small+mouse/2.png,a big hippopotamus and a small mouse,2,2,a big hippopotamus,a small mouse
https://compbench-color.s3.us-east-2.amazonaws.com/outputs/outputs_cp2_shape_T2ICompBench/a+cubic+book+and+a+cylindrical+can+of+soup/3.png,https://compbench-color.s3.us-east-2.amazonaws.com/outputs/outputs_lb_shape_T2ICompBench/a+cubic+book+and+a+cylindrical+can+of+soup/3.png,a cubic book and a cylindrical can of soup,3,3,a cubic book,a cylindrical can,soup
https://compbench-color.s3.us-east-2.amazonaws.com/outputs/outputs_cp2_shape_T2ICompBench/a+diamond+pendant+and+a+round+bracelet/1.png,https://compbench-color.s3.us-east-2.amazonaws.com/outputs/outputs_lb_shape_T2ICompBench/a+diamond+pendant+and+a+round+bracelet/1.png,a diamond pendant and a round bracelet,2,1,a diamond pendant,a round bracelet
https://compbench-color.s3.us-east-2.amazonaws.com/outputs/outputs_cp2_shape_T2ICompBench/an+oblong+zucchini+and+a+teardrop+plum/3.png,https://compbench-color.s3.us-east-2.amazonaws.com/outputs/outputs_lb_shape_T2ICompBench/an+oblong+zucchini+and+a+teardrop+plum/3.png,an oblong zucchini and a teardrop plum,2,3,an oblong zucchini,a teardrop plum
