img_url1,img_url2,prompt,num_questions,seed,question1,question2
https://compbench-color.s3.us-east-2.amazonaws.com/outputs/outputs_cp2_shape_T2ICompBench/an+oblong+carrot+and+a+teardrop+plum/3.png,https://compbench-color.s3.us-east-2.amazonaws.com/outputs/outputs_lb_shape_T2ICompBench/an+oblong+carrot+and+a+teardrop+plum/3.png,an oblong carrot and a teardrop plum,2,3,an oblong carrot,a teardrop plum
https://compbench-color.s3.us-east-2.amazonaws.com/outputs/outputs_cp2_shape_T2ICompBench/an+oblong+pear+and+a+teardrop+melon/2.png,https://compbench-color.s3.us-east-2.amazonaws.com/outputs/outputs_lb_shape_T2ICompBench/an+oblong+pear+and+a+teardrop+melon/2.png,an oblong pear and a teardrop melon,2,2,an oblong pear,a teardrop melon
https://compbench-color.s3.us-east-2.amazonaws.com/outputs/outputs_cp2_shape_T2ICompBench/a+diamond+engagement+ring+and+a+round+pendant/3.png,https://compbench-color.s3.us-east-2.amazonaws.com/outputs/outputs_lb_shape_T2ICompBench/a+diamond+engagement+ring+and+a+round+pendant/3.png,a diamond engagement ring and a round pendant,2,3,a diamond engagement ring,a round pendant
https://compbench-color.s3.us-east-2.amazonaws.com/outputs/outputs_cp2_shape_T2ICompBench/a+round+peach+and+a+rectangular+bar+of+soap/3.png,https://compbench-color.s3.us-east-2.amazonaws.com/outputs/outputs_lb_shape_T2ICompBench/a+round+peach+and+a+rectangular+bar+of+soap/3.png,a round peach and a rectangular bar of soap,3,3,a round peach,a rectangular bar,soap
https://compbench-color.s3.us-east-2.amazonaws.com/outputs/outputs_cp2_shape_T2ICompBench/a+cubic+box+and+a+conical+party+hat/1.png,https://compbench-color.s3.us-east-2.amazonaws.com/outputs/outputs_lb_shape_T2ICompBench/a+cubic+box+and+a+conical+party+hat/1.png,a cubic box and a conical party hat,2,1,a cubic box,a conical party hat
https://compbench-color.s3.us-east-2.amazonaws.com/outputs/outputs_cp2_shape_T2ICompBench/a+spherical+tennis+ball+and+a+conical+tennis+shoe/3.png,https://compbench-color.s3.us-east-2.amazonaws.com/outputs/outputs_lb_shape_T2ICompBench/a+spherical+tennis+ball+and+a+conical+tennis+shoe/3.png,a spherical tennis ball and a conical tennis shoe,2,3,a spherical tennis ball,a conical tennis shoe
https://compbench-color.s3.us-east-2.amazonaws.com/outputs/outputs_cp2_shape_T2ICompBench/a+triangular+slice+of+pizza+and+a+pyramidal+pizza+box/3.png,https://compbench-color.s3.us-east-2.amazonaws.com/outputs/outputs_lb_shape_T2ICompBench/a+triangular+slice+of+pizza+and+a+pyramidal+pizza+box/3.png,a triangular slice of pizza and a pyramidal pizza box,3,3,a triangular slice,pizza,a pyramidal pizza box
https://compbench-color.s3.us-east-2.amazonaws.com/outputs/outputs_cp2_shape_T2ICompBench/a+spherical+golf+ball+and+a+conical+tee./1.png,https://compbench-color.s3.us-east-2.amazonaws.com/outputs/outputs_lb_shape_T2ICompBench/a+spherical+golf+ball+and+a+conical+tee./1.png,a spherical golf ball and a conical tee.,2,1,a spherical golf ball,a conical tee
https://compbench-color.s3.us-east-2.amazonaws.com/outputs/outputs_cp2_shape_T2ICompBench/a+teardrop+pendant+and+a+pyramidal+gemstone/3.png,https://compbench-color.s3.us-east-2.amazonaws.com/outputs/outputs_lb_shape_T2ICompBench/a+teardrop+pendant+and+a+pyramidal+gemstone/3.png,a teardrop pendant and a pyramidal gemstone,2,3,a teardrop pendant,a pyramidal gemstone
https://compbench-color.s3.us-east-2.amazonaws.com/outputs/outputs_cp2_shape_T2ICompBench/a+cubic+block+and+a+triangular+building+set/1.png,https://compbench-color.s3.us-east-2.amazonaws.com/outputs/outputs_lb_shape_T2ICompBench/a+cubic+block+and+a+triangular+building+set/1.png,a cubic block and a triangular building set,1,1,a cubic block
